ko	pathway_id	pathway_name
K00549	path:map00270;path:ko00270;path:map00450;path:ko00450;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01230;path:ko01230	Cysteine and methionine metabolism;Cysteine and methionine metabolism;Selenocompound metabolism;Selenocompound metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of amino acids
K09970	path:map02010;path:ko02010	ABC transporters;ABC transporters
K09971	path:map02010;path:ko02010	ABC transporters;ABC transporters
K09972	path:map02010;path:ko02010	ABC transporters;ABC transporters
K06020		
K11927	path:map03018;path:ko03018	RNA degradation;RNA degradation
K03969		
K01625	path:map00030;path:ko00030;path:map00630;path:ko00630;path:map01100;path:ko01100;path:map01120;path:ko01120;path:map01200;path:ko01200	Pentose phosphate pathway;Pentose phosphate pathway;Glyoxylate and dicarboxylate metabolism;Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism
K01690	path:map00030;path:ko00030;path:map01100;path:ko01100;path:map01120;path:ko01120;path:map01200;path:ko01200	Pentose phosphate pathway;Pentose phosphate pathway;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism
K07141	path:map00790;path:ko00790;path:map01100;path:ko01100	Folate biosynthesis;Folate biosynthesis;Metabolic pathways;Metabolic pathways
K03711		
K02074		
K02077		
K07304		
K03296		
K12340	path:map01501;path:ko01501;path:map01503;path:ko01503;path:map02020;path:ko02020;path:map03070;path:ko03070;path:map04626;path:ko04626;path:map05133;path:ko05133	beta-Lactam resistance;beta-Lactam resistance;Cationic antimicrobial peptide (CAMP) resistance;Cationic antimicrobial peptide (CAMP) resistance;Two-component system;Two-component system;Bacterial secretion system;Bacterial secretion system;Plant-pathogen interaction;Plant-pathogen interaction;Pertussis;Pertussis
K05774	path:map00030;path:ko00030;path:map01100;path:ko01100	Pentose phosphate pathway;Pentose phosphate pathway;Metabolic pathways;Metabolic pathways
K02043		
K06166	path:map00440;path:ko00440;path:map01100;path:ko01100	Phosphonate and phosphinate metabolism;Phosphonate and phosphinate metabolism;Metabolic pathways;Metabolic pathways
K06165	path:map00440;path:ko00440;path:map01100;path:ko01100	Phosphonate and phosphinate metabolism;Phosphonate and phosphinate metabolism;Metabolic pathways;Metabolic pathways
K06164	path:map00440;path:ko00440;path:map01100;path:ko01100	Phosphonate and phosphinate metabolism;Phosphonate and phosphinate metabolism;Metabolic pathways;Metabolic pathways
K05781		
K05780	path:map00440;path:ko00440;path:map01100;path:ko01100	Phosphonate and phosphinate metabolism;Phosphonate and phosphinate metabolism;Metabolic pathways;Metabolic pathways
K06162	path:map00440;path:ko00440;path:map01100;path:ko01100	Phosphonate and phosphinate metabolism;Phosphonate and phosphinate metabolism;Metabolic pathways;Metabolic pathways
K02041	path:map02010;path:ko02010	ABC transporters;ABC transporters
K02044	path:map02010;path:ko02010	ABC transporters;ABC transporters
K02042	path:map02010;path:ko02010	ABC transporters;ABC transporters
K13529	path:map03410;path:ko03410	Base excision repair;Base excision repair
K00567		
K01885	path:map00860;path:ko00860;path:map00970;path:ko00970;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01240;path:ko01240	Porphyrin metabolism;Porphyrin metabolism;Aminoacyl-tRNA biosynthesis;Aminoacyl-tRNA biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Biosynthesis of cofactors
K10764	path:map00270;path:ko00270;path:map00920;path:ko00920;path:map01100;path:ko01100	Cysteine and methionine metabolism;Cysteine and methionine metabolism;Sulfur metabolism;Sulfur metabolism;Metabolic pathways;Metabolic pathways
K00764	path:map00230;path:ko00230;path:map00250;path:ko00250;path:map01100;path:ko01100;path:map01110;path:ko01110	Purine metabolism;Purine metabolism;Alanine, aspartate and glutamate metabolism;Alanine, aspartate and glutamate metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K03558		
K03749		
K11754	path:map00790;path:ko00790;path:map01100;path:ko01100;path:map01240;path:ko01240	Folate biosynthesis;Folate biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors
K09913	path:map00230;path:ko00230;path:map00240;path:ko00240;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01232;path:ko01232	Purine metabolism;Purine metabolism;Pyrimidine metabolism;Pyrimidine metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Nucleotide metabolism;Nucleotide metabolism
K01940	path:map00220;path:ko00220;path:map00250;path:ko00250;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01230;path:ko01230;path:map05418;path:ko05418	Arginine biosynthesis;Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Alanine, aspartate and glutamate metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of amino acids;Fluid shear stress and atherosclerosis;Fluid shear stress and atherosclerosis
K00075	path:map00520;path:ko00520;path:map00550;path:ko00550;path:map01100;path:ko01100;path:map01250;path:ko01250	Amino sugar and nucleotide sugar metabolism;Amino sugar and nucleotide sugar metabolism;Peptidoglycan biosynthesis;Peptidoglycan biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of nucleotide sugars;Biosynthesis of nucleotide sugars
K09767		
K06985	path:map04112;path:ko04112	Cell cycle - Caulobacter;Cell cycle - Caulobacter
K08591	path:map00561;path:ko00561;path:map00564;path:ko00564;path:map01100;path:ko01100;path:map01110;path:ko01110	Glycerolipid metabolism;Glycerolipid metabolism;Glycerophospholipid metabolism;Glycerophospholipid metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K02012	path:map02010;path:ko02010	ABC transporters;ABC transporters
K02010	path:map02010;path:ko02010	ABC transporters;ABC transporters
K01256	path:map00480;path:ko00480;path:map01100;path:ko01100	Glutathione metabolism;Glutathione metabolism;Metabolic pathways;Metabolic pathways
K03841	path:map00010;path:ko00010;path:map00030;path:ko00030;path:map00051;path:ko00051;path:map00680;path:ko00680;path:map00710;path:ko00710;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map04152;path:ko04152;path:map04910;path:ko04910;path:map04922;path:ko04922	Glycolysis / Gluconeogenesis;Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Pentose phosphate pathway;Fructose and mannose metabolism;Fructose and mannose metabolism;Methane metabolism;Methane metabolism;Carbon fixation in photosynthetic organisms;Carbon fixation in photosynthetic organisms;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;AMPK signaling pathway;AMPK signaling pathway;Insulin signaling pathway;Insulin signaling pathway;Glucagon signaling pathway;Glucagon signaling pathway
K03413	path:map02020;path:ko02020;path:map02030;path:ko02030	Two-component system;Two-component system;Bacterial chemotaxis;Bacterial chemotaxis
K03407	path:map02020;path:ko02020;path:map02030;path:ko02030	Two-component system;Two-component system;Bacterial chemotaxis;Bacterial chemotaxis
K00575	path:map02020;path:ko02020;path:map02030;path:ko02030	Two-component system;Two-component system;Bacterial chemotaxis;Bacterial chemotaxis
K03412	path:map02020;path:ko02020;path:map02030;path:ko02030	Two-component system;Two-component system;Bacterial chemotaxis;Bacterial chemotaxis
K03699		
K01525	path:map00230;path:ko00230;path:map01100;path:ko01100	Purine metabolism;Purine metabolism;Metabolic pathways;Metabolic pathways
K07054		
K01487	path:map00230;path:ko00230;path:map01100;path:ko01100;path:map01232;path:ko01232	Purine metabolism;Purine metabolism;Metabolic pathways;Metabolic pathways;Nucleotide metabolism;Nucleotide metabolism
K01737	path:map00790;path:ko00790;path:map01100;path:ko01100;path:map01240;path:ko01240	Folate biosynthesis;Folate biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors
K10026	path:map00790;path:ko00790;path:map01100;path:ko01100	Folate biosynthesis;Folate biosynthesis;Metabolic pathways;Metabolic pathways
K21053	path:map00230;path:ko00230;path:map01100;path:ko01100;path:map01232;path:ko01232	Purine metabolism;Purine metabolism;Metabolic pathways;Metabolic pathways;Nucleotide metabolism;Nucleotide metabolism
K23537	path:map02010;path:ko02010	ABC transporters;ABC transporters
K13481	path:map00230;path:ko00230;path:map01100;path:ko01100;path:map01120;path:ko01120;path:map01232;path:ko01232	Purine metabolism;Purine metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Nucleotide metabolism;Nucleotide metabolism
K13482	path:map00230;path:ko00230;path:map01100;path:ko01100;path:map01120;path:ko01120;path:map01232;path:ko01232	Purine metabolism;Purine metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Nucleotide metabolism;Nucleotide metabolism
K21563		
K18456		
K01706	path:map00053;path:ko00053;path:map01100;path:ko01100	Ascorbate and aldarate metabolism;Ascorbate and aldarate metabolism;Metabolic pathways;Metabolic pathways
K18981	path:map00053;path:ko00053;path:map01100;path:ko01100	Ascorbate and aldarate metabolism;Ascorbate and aldarate metabolism;Metabolic pathways;Metabolic pathways
K01708	path:map00053;path:ko00053;path:map01100;path:ko01100	Ascorbate and aldarate metabolism;Ascorbate and aldarate metabolism;Metabolic pathways;Metabolic pathways
K01630	path:map00053;path:ko00053;path:map01100;path:ko01100	Ascorbate and aldarate metabolism;Ascorbate and aldarate metabolism;Metabolic pathways;Metabolic pathways
K00042	path:map00630;path:ko00630;path:map01100;path:ko01100	Glyoxylate and dicarboxylate metabolism;Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Metabolic pathways
K07402		
K07127	path:map00230;path:ko00230;path:map01100;path:ko01100;path:map01120;path:ko01120	Purine metabolism;Purine metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K16842	path:map00230;path:ko00230;path:map01100;path:ko01100;path:map01120;path:ko01120	Purine metabolism;Purine metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K02083	path:map00230;path:ko00230;path:map01100;path:ko01100;path:map01120;path:ko01120	Purine metabolism;Purine metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K24206		
K02051		
K02049		
K02050		
K03190		
K11963	path:map02010;path:ko02010	ABC transporters;ABC transporters
K11962	path:map02010;path:ko02010	ABC transporters;ABC transporters
K11961	path:map02010;path:ko02010	ABC transporters;ABC transporters
K11960	path:map02010;path:ko02010	ABC transporters;ABC transporters
K11959	path:map02010;path:ko02010	ABC transporters;ABC transporters
K01430	path:map00220;path:ko00220;path:map00230;path:ko00230;path:map00791;path:ko00791;path:map01100;path:ko01100;path:map01120;path:ko01120	Arginine biosynthesis;Arginine biosynthesis;Purine metabolism;Purine metabolism;Atrazine degradation;Atrazine degradation;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K03192		
K01428	path:map00220;path:ko00220;path:map00230;path:ko00230;path:map00791;path:ko00791;path:map01100;path:ko01100;path:map01120;path:ko01120;path:map05120;path:ko05120	Arginine biosynthesis;Arginine biosynthesis;Purine metabolism;Purine metabolism;Atrazine degradation;Atrazine degradation;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Epithelial cell signaling in Helicobacter pylori infection;Epithelial cell signaling in Helicobacter pylori infection
K03829		
K03187		
K03188		
K03189		
K01519	path:map00230;path:ko00230;path:map00983;path:ko00983;path:map01100;path:ko01100;path:map01232;path:ko01232	Purine metabolism;Purine metabolism;Drug metabolism - other enzymes;Drug metabolism - other enzymes;Metabolic pathways;Metabolic pathways;Nucleotide metabolism;Nucleotide metabolism
K00989		
K00942	path:map00230;path:ko00230;path:map01100;path:ko01100;path:map01232;path:ko01232	Purine metabolism;Purine metabolism;Metabolic pathways;Metabolic pathways;Nucleotide metabolism;Nucleotide metabolism
K03060	path:map03020;path:ko03020	RNA polymerase;RNA polymerase
K01139	path:map00230;path:ko00230;path:map01100;path:ko01100	Purine metabolism;Purine metabolism;Metabolic pathways;Metabolic pathways
K13777	path:map00907;path:ko00907;path:map01120;path:ko01120	Pinene, camphor and geraniol degradation;Pinene, camphor and geraniol degradation;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K11731	path:map00907;path:ko00907;path:map01120;path:ko01120	Pinene, camphor and geraniol degradation;Pinene, camphor and geraniol degradation;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K13778	path:map00907;path:ko00907;path:map01120;path:ko01120	Pinene, camphor and geraniol degradation;Pinene, camphor and geraniol degradation;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K00858	path:map00760;path:ko00760;path:map01100;path:ko01100;path:map01240;path:ko01240	Nicotinate and nicotinamide metabolism;Nicotinate and nicotinamide metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors
K03631		
K06958		
K03575	path:map03410;path:ko03410	Base excision repair;Base excision repair
K10563	path:map03410;path:ko03410	Base excision repair;Base excision repair
K02494		
K00919	path:map00900;path:ko00900;path:map01100;path:ko01100;path:map01110;path:ko01110	Terpenoid backbone biosynthesis;Terpenoid backbone biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K00948	path:map00030;path:ko00030;path:map00230;path:ko00230;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map01230;path:ko01230	Pentose phosphate pathway;Pentose phosphate pathway;Purine metabolism;Purine metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids
